区分,品名,メーカー名
内用薬,タダラフィル錠２．５ｍｇＺＡ「フソー」,シオノケミカル
内用薬,タダラフィル錠２．５ｍｇＺＡ「シオエ」,シオエ製薬
内用薬,ザルティア錠５ｍｇ,日本新薬
内用薬,タダラフィル錠５ｍｇＺＡ「ＪＧ」,日本ジェネリック
内用薬,タダラフィル錠５ｍｇＺＡ「あすか」,あすか製薬
内用薬,タダラフィル錠５ｍｇＺＡ「杏林」,キョーリンリメディオ
内用薬,タダラフィル錠５ｍｇＺＡ「サワイ」,沢井製薬
内用薬,タダラフィル錠５ｍｇＺＡ「サンド」,サンド
内用薬,タダラフィル錠５ｍｇＺＡ「日医工」,日医工
内用薬,タダラフィル錠５ｍｇＺＡ「ニプロ」,ニプロ
内用薬,タダラフィル錠５ｍｇＺＡ「フソー」,シオノケミカル
内用薬,タダラフィル錠５ｍｇＺＡ「シオエ」,シオエ製薬
内用薬,タダラフィルＯＤ錠２．５ｍｇＺＡ「トーワ」,東和薬品
内用薬,タダラフィルＯＤ錠５ｍｇＺＡ「トーワ」,東和薬品
内用薬,ベオーバ錠５０ｍｇ,杏林製薬
内用薬,エピカルス配合錠,シオノケミカル
内用薬,エルサメット配合錠,武田テバファーマ
内用薬,オオウメガサソウエキス・ハコヤナギエキス配合錠,
内用薬,エビプロスタット配合錠ＤＢ,日本新薬
内用薬,オクソラレン錠１０ｍｇ,大正製薬
内用薬,レクチゾール錠２５ｍｇ,田辺三菱製薬
内用薬,セファランチン末１％,メディサ新薬
内用薬,セファランチン錠１ｍｇ,メディサ新薬
内用薬,ガンマオリザノール２０％細粒,
内用薬,ハイゼット細粒２０％,大塚製薬
内用薬,ハイゼット錠２５ｍｇ,大塚製薬
内用薬,ハイゼット錠５０ｍｇ,大塚製薬
内用薬,ガンマオリザノール錠５０ｍｇ「ツルハラ」,鶴原製薬
内用薬,ガンマオリザノール錠５０ｍｇ「トーワ」,東和薬品
内用薬,ヘマンジオルシロップ小児用０．３７５％,マルホ
内用薬,チョコラＡ末１万単位／ｇ,サンノーバ
内用薬,チョコラＡ錠１万単位,サンノーバ
内用薬,チョコラＡ滴０．１万単位／滴,サンノーバ
内用薬,アルファロール散１μｇ／ｇ,中外製薬
内用薬,アルファカルシドール０．２５μｇ錠,
内用薬,ワンアルファ錠０．２５μｇ,帝人ファーマ
内用薬,アルファカルシドール０．５μｇ錠,
内用薬,ワンアルファ錠０．５μｇ,帝人ファーマ
内用薬,アルファカルシドール１μｇ錠,
内用薬,ワンアルファ錠１．０μｇ,帝人ファーマ
内用薬,アルファカルシドール０．２５μｇカプセル,
内用薬,アルファロールカプセル０．２５μｇ,中外製薬
内用薬,アルファカルシドール０．５μｇカプセル,
内用薬,アルファロールカプセル０．５μｇ,中外製薬
内用薬,アルファカルシドール１μｇカプセル,
内用薬,アルファロールカプセル１μｇ,中外製薬
内用薬,アルファカルシドールカプセル１．０μｇ「あすか」,あすか製薬
内用薬,アルファカルシドール３μｇカプセル,
内用薬,アルファロールカプセル３μｇ,中外製薬
内用薬,アルファカルシドールカプセル３．０μｇ「あすか」,あすか製薬
内用薬,アルファロール内用液０．５μｇ／ｍＬ,中外製薬
内用薬,カルデミン錠０．２５μｇ,龍角散
内用薬,カルシトリオール０．２５μｇカプセル,
内用薬,ロカルトロールカプセル０．２５,中外製薬
内用薬,カルシトリオール０．５μｇカプセル,
内用薬,ロカルトロールカプセル０．５,中外製薬
内用薬,フルスタン錠０．１５,大日本住友製薬
内用薬,ホーネル錠０．１５,大正製薬
内用薬,フルスタン錠０．３,大日本住友製薬
内用薬,ホーネル錠０．３,大正製薬
内用薬,エディロールカプセル０．５μｇ,中外製薬
内用薬,エルデカルシトールカプセル０．５μｇ「サワイ」,沢井製薬
内用薬,エルデカルシトールカプセル０．５μｇ「日医工」,日医工
内用薬,エルデカルシトールカプセル０．５μｇ「トーワ」,東和薬品
内用薬,エディロールカプセル０．７５μｇ,中外製薬
内用薬,エルデカルシトールカプセル０．７５μｇ「サワイ」,沢井製薬
内用薬,エルデカルシトールカプセル０．７５μｇ「日医工」,日医工
内用薬,エルデカルシトールカプセル０．７５μｇ「トーワ」,東和薬品
内用薬,肝油,
内用薬,チガソンカプセル１０,太陽ファルマ
内用薬,チガソンカプセル２５,太陽ファルマ
内用薬,チアミン塩化物塩酸塩散,
内用薬,チアミン塩化物塩酸塩散,
内用薬,ジセタミン錠２５,高田製薬
内用薬,ノイビタ錠「２５」,共和クリティケア
内用薬,チアミンジスルフィド錠１０ｍｇ「ツルハラ」,鶴原製薬
内用薬,ベストン糖衣錠（２５ｍｇ）,ニプロＥＳファーマ
内用薬,フルスルチアミン塩酸塩顆粒１０％「廣貫堂」,廣貫堂
内用薬,５ｍｇアリナミンＦ糖衣錠,武田テバ薬品
内用薬,２５ｍｇアリナミンＦ糖衣錠,武田テバ薬品
内用薬,フルスルチアミン錠２５ｍｇ「トーワ」,東和薬品
内用薬,５０ｍｇアリナミンＦ糖衣錠,武田テバ薬品
内用薬,ベンフォチアミン錠２５ｍｇ「トーワ」,東和薬品
内用薬,フラビタン錠５ｍｇ,トーアエイヨー
内用薬,ＦＡＤ錠５ｍｇ「ツルハラ」,鶴原製薬
内用薬,ＦＡＤ腸溶錠５ｍｇ「わかもと」,わかもと製薬
内用薬,フラビタン錠１０ｍｇ,トーアエイヨー
内用薬,ＦＡＤ錠１０ｍｇ「ツルハラ」,鶴原製薬
内用薬,ＦＡＤ腸溶錠１０ｍｇ「わかもと」,わかもと製薬
内用薬,ＦＡＤ腸溶錠１５ｍｇ「わかもと」,わかもと製薬
内用薬,フラビタンシロップ０．３％,トーアエイヨー
内用薬,ＦＡＤシロップ０．３％「ツルハラ」,鶴原製薬
内用薬,ハイボン細粒１０％,ニプロＥＳファーマ
内用薬,リボフラビン酪酸エステル細粒１０％「ツルハラ」,鶴原製薬
内用薬,ハイボン細粒２０％,ニプロＥＳファーマ
内用薬,ハイボン錠２０ｍｇ,ニプロＥＳファーマ
内用薬,リボフラビン酪酸エステル錠２０ｍｇ「ツルハラ」,鶴原製薬
内用薬,リボフラビン酪酸エステル錠２０ｍｇ「イセイ」,コーアイセイ
内用薬,リボフラビン酪酸エステル錠２０ｍｇ「杏林」,キョーリンリメディオ
内用薬,ハイボン錠４０ｍｇ,ニプロＥＳファーマ
内用薬,ニコチン酸アミド散１０％「ゾンネ」,ゾンネボード製薬
内用薬,パントシン散２０％,アルフレッサファーマ
内用薬,パンテチン散２０％「テバ」,武田テバ薬品
内用薬,パンテチン細粒２０％「ＫＮ」,小林化工
内用薬,パンテチン細粒２０％「ツルハラ」,鶴原製薬
内用薬,パントシン細粒５０％,アルフレッサファーマ
内用薬,パンテチン細粒５０％「ＫＮ」,小林化工
内用薬,パントシン錠３０,アルフレッサファーマ
内用薬,パンテチン錠３０ｍｇ「ツルハラ」,鶴原製薬
内用薬,パントシン錠６０,アルフレッサファーマ
内用薬,パンテチン錠６０ｍｇ「ツルハラ」,鶴原製薬
内用薬,パンテチン錠シオエ１００,シオエ製薬
内用薬,パントシン錠１００,アルフレッサファーマ
内用薬,パンテチン錠１００ｍｇ「ＹＤ」,陽進堂
内用薬,パンテチン錠１００ｍｇ「シオエ」,シオエ製薬
内用薬,パントシン錠２００,アルフレッサファーマ
内用薬,パントテン酸カルシウム,
内用薬,ピリドキシン塩酸塩,
内用薬,ビタミンＢ６散１０％「マルイシ」,丸石製薬
内用薬,ビタミンＢ６錠３０ｍｇ「Ｆ」,富士製薬工業
内用薬,ピリドキサール錠１０ｍｇ「イセイ」,コーアイセイ
内用薬,ピドキサール錠１０ｍｇ,太陽ファルマ
内用薬,ピリドキサール錠１０ｍｇ「ツルハラ」,鶴原製薬
内用薬,ピドキサール錠２０ｍｇ,太陽ファルマ
内用薬,ピリドキサール錠２０ｍｇ「ツルハラ」,鶴原製薬
内用薬,ピリドキサール錠３０ｍｇ「イセイ」,コーアイセイ
内用薬,ピドキサール錠３０ｍｇ,太陽ファルマ
内用薬,ピリドキサール錠３０ｍｇ「ツルハラ」,鶴原製薬
内用薬,葉酸錠,
内用薬,フォリアミン散１００ｍｇ／ｇ,日本製薬
内用薬,ハイコバールカプセル５００μｇ,エーザイ
内用薬,メチコバール細粒０．１％,エーザイ
内用薬,メチコバール錠２５０μｇ,エーザイ
内用薬,メコバラミン錠２５０μｇ「ＹＤ」,陽進堂
内用薬,メコバラミン錠２５０μｇ「ＪＧ」,日本ジェネリック
内用薬,メコバラミン錠２５０μｇ「日医工」,東菱薬品工業
内用薬,メコバラミン０．５ｍｇ錠,
内用薬,メコバラミン錠５００（ツルハラ）,鶴原製薬
内用薬,メチコバール錠５００μｇ,エーザイ
内用薬,メコバラミン錠５００μｇ「ＹＤ」,陽進堂
内用薬,メコバラミン錠５００μｇ「ＪＧ」,日本ジェネリック
内用薬,メコバラミン錠５００μｇ「ＮＰ」,ニプロ
内用薬,メコバラミン錠５００μｇ「ＳＷ」,沢井製薬
内用薬,メコバラミン錠５００μｇ「杏林」,キョーリンリメディオ
内用薬,メコバラミン錠５００μｇ「フソー」,ダイト
内用薬,メコバラミン錠５００μｇ「日医工」,東菱薬品工業
内用薬,メコバラミン錠５００μｇ「ＫＯ」,寿製薬
内用薬,メコバラミンカプセル２５０μｇ「日新」,日新製薬（山形）
内用薬,ビタミンＣ散「フソー」－５０ｍｇ,扶桑薬品工業
内用薬,アスコルビン酸散,
内用薬,アスコルビン酸散,
内用薬,アスコルビン酸,
内用薬,アスコルビン酸（岩城）,岩城製薬
内用薬,アスコルビン酸（山善）,山善製薬
内用薬,アスコルビン酸「ヨシダ」,吉田製薬
内用薬,アスコルビン酸「ケンエー」,健栄製薬
内用薬,アスコルビン酸原末「マルイシ」,丸石製薬
内用薬,ハイシー顆粒２５％,武田テバ薬品
内用薬,トコフェロール酢酸エステル顆粒２０％「ツルハラ」,鶴原製薬
内用薬,ユベラ錠５０ｍｇ,サンノーバ
内用薬,トコフェロール酢酸エステル錠５０ｍｇ「トーワ」,東和薬品
内用薬,トコフェロール酢酸エステル錠１００ｍｇ「ツルハラ」,鶴原製薬
内用薬,トコフェロール酢酸エステルカプセル１００ｍｇ「ＴＣ」,東洋カプセル
内用薬,トコフェロール酢酸エステルカプセル１００ｍｇ「ファイザー」,マイラン製薬
内用薬,カチーフＮ散１０ｍｇ／ｇ,日本製薬
内用薬,カチーフＮ錠５ｍｇ,日本製薬
内用薬,ケーワン錠５ｍｇ,エーザイ
内用薬,ビタミンＫ１錠５ｍｇ「ツルハラ」,鶴原製薬
内用薬,ケイツーカプセル５ｍｇ,エーザイ
内用薬,メナテトレノン１５ｍｇカプセル,
内用薬,グラケーカプセル１５ｍｇ,エーザイ
内用薬,メナテトレノンカプセル１５ｍｇ「ＴＹＫ」,武田テバ薬品
内用薬,メナテトレノンカプセル１５ｍｇ「ＹＤ」,陽進堂
内用薬,メナテトレノンカプセル１５ｍｇ「科研」,大興製薬
内用薬,メナテトレノンカプセル１５ｍｇ「日本臓器」,東海カプセル
内用薬,メナテトレノンカプセル１５ｍｇ「トーワ」,東和薬品
内用薬,メナテトレノンカプセル１５ｍｇ「日医工」,日医工
内用薬,メナテトレノンカプセル１５ｍｇ「ＣＨ」,長生堂製薬
内用薬,ケイツーシロップ０．２％,サンノーバ
内用薬,ビフロキシン配合錠,ゾンネボード製薬
内用薬,ジアイナミックスカプセル,鶴原製薬
内用薬,ジアイナ配合カプセル,鶴原製薬
内用薬,アリチア配合錠,マイラン製薬
内用薬,ノイロビタン配合錠,ＬＴＬファーマ
内用薬,ビタダン配合錠,メディサ新薬
内用薬,ビタノイリンカプセル２５,武田テバ薬品
内用薬,ビタノイリンカプセル５０,武田テバ薬品
内用薬,ビタメジン配合散,アルフレッサファーマ
内用薬,ダイメジンスリービー配合カプセル２５,日医工
内用薬,ビタメジン配合カプセルＢ２５,アルフレッサファーマ
内用薬,シグマビタン配合カプセルＢ２５,東和薬品
内用薬,ビタメジン配合カプセルＢ５０,アルフレッサファーマ
内用薬,シナール配合顆粒,シオノギファーマ
内用薬,シーピー配合顆粒,東和薬品
内用薬,デラキシー配合顆粒,丸石製薬
内用薬,シナール配合錠,シオノギファーマ
内用薬,デルパント配合顆粒,陽進堂
内用薬,調剤用パンビタン末,武田テバ薬品
内用薬,ビオチン散０．２％「フソー」,扶桑薬品工業
内用薬,ビオチン散０．２％「ホエイ」,東洋製薬化成
内用薬,ビオチン・ドライシロップ０．１％「ホエイ」,東洋製薬化成
内用薬,乳酸カルシウム水和物,
内用薬,乳酸カルシウム「ケンエー」,健栄製薬
内用薬,乳酸カルシウム「コザカイ・Ｍ」,小堺製薬
内用薬,乳酸カルシウム（山善）,山善製薬
内用薬,乳酸カルシウム水和物「ヨシダ」,吉田製薬
内用薬,乳酸カルシウム「ＮｉｋＰ」,日医工
内用薬,乳酸カルシウム「ファイザー」原末,マイラン製薬
内用薬,乳酸カルシウム水和物〈ハチ〉原末,東洋製薬化成
内用薬,乳石錠５００ｍｇ「ファイザー」,ファイザー
内用薬,グルコン酸カルシウム水和物,
内用薬,カルチコール末,日医工
内用薬,アスパラ－ＣＡ錠２００,ニプロＥＳファーマ
内用薬,Ｌ－アスパラギン酸Ｃａ錠２００ｍｇ「サワイ」,沢井製薬
内用薬,Ｌ－アスパラギン酸Ｃａ錠２００ｍｇ「トーワ」,東和薬品
内用薬,塩化カルシウム水和物,
内用薬,リン酸水素カルシウム水和物,
内用薬,リン酸水素カルシウム「エビス」,日興製薬
内用薬,「山善」第二リン灰,山善製薬
内用薬,デノタスチュアブル配合錠,日東薬品工業
内用薬,ヨウ化カリウム,
内用薬,ヨウ化カリウム「コザカイ・Ｍ」,小堺製薬
内用薬,ヨウ化カリウム「ニッコー」,日興製薬
内用薬,ヨウ化カリウム（山善）,山善製薬
内用薬,ヨウ化カリウム「日医工」,日医工
内用薬,ヨウ化カリウム丸５０ｍｇ「日医工」,日医工
内用薬,ヨウレチン散０．０２％,第一薬品産業
内用薬,ヨウレチン錠「５０」,第一薬品産業
